stringId_A	stringId_B	preferredName_A	preferredName_B	ncbiTaxonId	score	nscore	fscore	pscore	ascore	escore	dscore	tscore
9606.ENSP00000006053	9606.ENSP00000267843	CX3CL1	FGF7	9606	0.402	0	0	0	0.076	0.045	0	0.376
9606.ENSP00000006053	9606.ENSP00000295897	CX3CL1	ALB	9606	0.403	0	0	0	0	0	0	0.403
9606.ENSP00000006053	9606.ENSP00000259206	CX3CL1	IL1RN	9606	0.404	0	0	0	0.09	0	0	0.372
9606.ENSP00000006053	9606.ENSP00000430950	CX3CL1	IDO1	9606	0.407	0	0	0	0.098	0	0	0.37
9606.ENSP00000006053	9606.ENSP00000312652	CX3CL1	LEP	9606	0.411	0	0	0	0	0	0	0.411
9606.ENSP00000006053	9606.ENSP00000498227	CX3CL1	SELL	9606	0.414	0	0	0	0	0.045	0	0.411
9606.ENSP00000006053	9606.ENSP00000380070	CX3CL1	GAPDH	9606	0.418	0	0	0	0	0	0	0.418
9606.ENSP00000006053	9606.ENSP00000276927	CX3CL1	IFNA1	9606	0.423	0	0	0	0	0	0	0.423
9606.ENSP00000006053	9606.ENSP00000226574	CX3CL1	NFKB1	9606	0.424	0	0	0	0.062	0.095	0	0.377
9606.ENSP00000006053	9606.ENSP00000335062	CX3CL1	PDCD1	9606	0.426	0	0	0.268	0.042	0	0	0.248
9606.ENSP00000006053	9606.ENSP00000361359	CX3CL1	CD40	9606	0.428	0	0	0	0.056	0	0	0.419
9606.ENSP00000006053	9606.ENSP00000255030	CX3CL1	CRP	9606	0.432	0	0	0	0.042	0	0	0.432
9606.ENSP00000006053	9606.ENSP00000337065	CX3CL1	CXCL14	9606	0.435	0	0	0	0.072	0	0	0.416
9606.ENSP00000006053	9606.ENSP00000416996	CX3CL1	ACKR2	9606	0.441	0	0	0	0.049	0	0	0.436
9606.ENSP00000006053	9606.ENSP00000379350	CX3CL1	ITGB1	9606	0.441	0	0	0	0	0.294	0	0.24
9606.ENSP00000006053	9606.ENSP00000384273	CX3CL1	RELA	9606	0.442	0	0	0	0	0.328	0	0.203
9606.ENSP00000006053	9606.ENSP00000386380	CX3CL1	IL1R1	9606	0.446	0	0	0	0.086	0	0	0.419
9606.ENSP00000006053	9606.ENSP00000376637	CX3CL1	IGF1	9606	0.448	0	0	0	0.058	0	0	0.438
9606.ENSP00000006053	9606.ENSP00000218388	CX3CL1	TIMP1	9606	0.45	0	0	0	0	0	0	0.45
9606.ENSP00000006053	9606.ENSP00000454623	CX3CL1	ITGAX	9606	0.45	0	0	0	0.055	0	0	0.442
9606.ENSP00000006053	9606.ENSP00000451828	CX3CL1	AKT1	9606	0.451	0	0	0	0	0.084	0	0.425
9606.ENSP00000006053	9606.ENSP00000302935	CX3CL1	IL16	9606	0.456	0	0	0	0	0.049	0	0.451
9606.ENSP00000006053	9606.ENSP00000284981	CX3CL1	APP	9606	0.457	0	0	0	0.105	0	0	0.418
9606.ENSP00000006053	9606.ENSP00000358525	CX3CL1	NGF	9606	0.462	0	0	0	0	0	0	0.462
9606.ENSP00000006053	9606.ENSP00000332049	CX3CL1	CD86	9606	0.465	0	0	0	0.07	0	0	0.448
9606.ENSP00000006053	9606.ENSP00000370842	CX3CL1	IL33	9606	0.479	0	0	0	0.122	0	0	0.431
9606.ENSP00000006053	9606.ENSP00000461947	CX3CL1	CD226	9606	0.484	0	0	0	0	0	0	0.484
9606.ENSP00000006053	9606.ENSP00000380948	CX3CL1	ITGB2	9606	0.485	0	0	0	0.042	0.239	0	0.35
9606.ENSP00000006053	9606.ENSP00000260010	CX3CL1	TLR2	9606	0.499	0	0	0	0.083	0.091	0	0.448
9606.ENSP00000006053	9606.ENSP00000433642	CX3CL1	FCGR3B	9606	0.517	0	0	0	0	0	0	0.517
9606.ENSP00000006053	9606.ENSP00000385523	CX3CL1	PPARA	9606	0.519	0	0	0	0	0.077	0	0.5
9606.ENSP00000006053	9606.ENSP00000356946	CX3CL1	FCGR3A	9606	0.522	0	0	0	0	0	0	0.522
9606.ENSP00000006053	9606.ENSP00000354394	CX3CL1	STAT1	9606	0.526	0	0	0	0.056	0.292	0	0.348
9606.ENSP00000006053	9606.ENSP00000360266	CX3CL1	JUN	9606	0.535	0	0	0	0.054	0.328	0	0.327
9606.ENSP00000006053	9606.ENSP00000400533	CX3CL1	CCL24	9606	0.537	0	0	0	0.055	0	0	0.53
9606.ENSP00000006053	9606.ENSP00000381185	CX3CL1	BCL2	9606	0.554	0	0	0	0	0	0	0.554
9606.ENSP00000006053	9606.ENSP00000264657	CX3CL1	STAT3	9606	0.56	0	0	0	0.054	0.292	0	0.397
9606.ENSP00000006053	9606.ENSP00000346839	CX3CL1	FN1	9606	0.562	0	0	0	0.047	0.328	0	0.371
9606.ENSP00000006053	9606.ENSP00000296870	CX3CL1	IL3	9606	0.57	0	0	0	0	0	0	0.57
9606.ENSP00000006053	9606.ENSP00000274520	CX3CL1	IL9	9606	0.571	0	0	0	0.043	0	0	0.571
9606.ENSP00000006053	9606.ENSP00000280357	CX3CL1	IL18	9606	0.58	0	0	0	0	0	0	0.58
9606.ENSP00000006053	9606.ENSP00000403495	CX3CL1	LTA	9606	0.585	0	0	0	0.049	0	0	0.582
9606.ENSP00000006053	9606.ENSP00000162749	CX3CL1	TNFRSF1A	9606	0.586	0	0	0	0.042	0.046	0	0.583
9606.ENSP00000006053	9606.ENSP00000363089	CX3CL1	TLR4	9606	0.586	0	0	0	0	0.091	0	0.563
9606.ENSP00000006053	9606.ENSP00000356792	CX3CL1	XCL1	9606	0.591	0	0	0	0	0	0	0.591
9606.ENSP00000006053	9606.ENSP00000327513	CX3CL1	CSF1	9606	0.605	0	0	0	0.054	0	0	0.599
9606.ENSP00000006053	9606.ENSP00000011653	CX3CL1	CD4	9606	0.609	0	0	0	0.042	0.091	0	0.587
9606.ENSP00000006053	9606.ENSP00000296545	CX3CL1	IL15	9606	0.609	0	0	0	0.044	0	0	0.608
9606.ENSP00000006053	9606.ENSP00000252723	CX3CL1	EPO	9606	0.614	0	0	0	0	0	0	0.614
9606.ENSP00000006053	9606.ENSP00000294728	CX3CL1	VCAM1	9606	0.615	0	0	0	0.118	0	0	0.582
9606.ENSP00000006053	9606.ENSP00000231454	CX3CL1	IL5	9606	0.618	0	0	0	0.05	0	0	0.615
9606.ENSP00000006053	9606.ENSP00000497968	CX3CL1	IL17A	9606	0.622	0	0	0	0	0	0	0.622
9606.ENSP00000006053	9606.ENSP00000414303	CX3CL1	BDNF	9606	0.628	0	0	0	0	0	0	0.628
9606.ENSP00000006053	9606.ENSP00000356438	CX3CL1	PTGS2	9606	0.633	0	0	0	0.049	0.046	0	0.628
9606.ENSP00000006053	9606.ENSP00000304915	CX3CL1	IL13	9606	0.641	0	0	0	0	0	0	0.641
9606.ENSP00000006053	9606.ENSP00000252486	CX3CL1	APOE	9606	0.641	0	0	0	0.083	0	0	0.625
9606.ENSP00000006053	9606.ENSP00000221930	CX3CL1	TGFB1	9606	0.653	0	0	0	0	0.067	0	0.643
9606.ENSP00000006053	9606.ENSP00000352071	CX3CL1	CD163	9606	0.654	0	0	0	0.042	0.091	0	0.634
9606.ENSP00000006053	9606.ENSP00000452786	CX3CL1	ITGB3	9606	0.658	0	0	0	0	0.601	0	0.178
9606.ENSP00000006053	9606.ENSP00000362680	CX3CL1	SRC	9606	0.661	0	0	0	0.085	0.116	0.5	0.26
9606.ENSP00000006053	9606.ENSP00000355627	CX3CL1	AGT	9606	0.666	0	0	0	0.086	0.051	0.5	0.322
9606.ENSP00000006053	9606.ENSP00000349967	CX3CL1	CCRL2	9606	0.672	0	0	0	0.086	0	0	0.656
9606.ENSP00000006053	9606.ENSP00000369581	CX3CL1	IFNB1	9606	0.686	0	0	0	0.049	0	0	0.684
9606.ENSP00000006053	9606.ENSP00000411355	CX3CL1	PTPRC	9606	0.689	0	0	0	0	0	0	0.689
9606.ENSP00000006053	9606.ENSP00000361405	CX3CL1	MMP9	9606	0.694	0	0	0	0.047	0.05	0	0.69
9606.ENSP00000006053	9606.ENSP00000263851	CX3CL1	IL7	9606	0.702	0	0	0	0	0	0	0.702
9606.ENSP00000006053	9606.ENSP00000386559	CX3CL1	CD8A	9606	0.704	0	0	0	0.042	0	0	0.704
9606.ENSP00000006053	9606.ENSP00000404131	CX3CL1	TGFA	9606	0.71	0	0	0	0	0	0	0.71
9606.ENSP00000006053	9606.ENSP00000286301	CX3CL1	CSF1R	9606	0.711	0	0	0	0.069	0	0	0.702
9606.ENSP00000006053	9606.ENSP00000296029	CX3CL1	PF4	9606	0.713	0	0	0	0	0	0.5	0.45
9606.ENSP00000006053	9606.ENSP00000359663	CX3CL1	CD40LG	9606	0.718	0	0	0	0.042	0	0	0.718
9606.ENSP00000006053	9606.ENSP00000264832	CX3CL1	ICAM1	9606	0.725	0	0	0	0.113	0	0	0.703
9606.ENSP00000006053	9606.ENSP00000496959	CX3CL1	ITGAM	9606	0.729	0	0	0	0.055	0	0	0.725
9606.ENSP00000006053	9606.ENSP00000378365	CX3CL1	CCL26	9606	0.73	0	0	0	0.053	0	0	0.727
9606.ENSP00000006053	9606.ENSP00000477908	CX3CL1	CCL3	9606	0.733	0	0	0	0.064	0	0	0.726
9606.ENSP00000006053	9606.ENSP00000385675	CX3CL1	IL6	9606	0.735	0	0	0	0.064	0	0	0.729
9606.ENSP00000006053	9606.ENSP00000226317	CX3CL1	CXCL6	9606	0.737	0	0	0	0.048	0	0.5	0.492
9606.ENSP00000006053	9606.ENSP00000226730	CX3CL1	IL2	9606	0.743	0	0	0	0.052	0	0	0.741
9606.ENSP00000006053	9606.ENSP00000225844	CX3CL1	CCL13	9606	0.749	0	0	0	0.059	0	0.5	0.509
9606.ENSP00000006053	9606.ENSP00000259631	CX3CL1	CCL27	9606	0.756	0	0	0	0	0	0.5	0.533
9606.ENSP00000006053	9606.ENSP00000375086	CX3CL1	CCL25	9606	0.768	0	0	0	0	0	0.5	0.555
9606.ENSP00000006053	9606.ENSP00000231449	CX3CL1	IL4	9606	0.78	0	0	0	0.083	0	0	0.77
9606.ENSP00000006053	9606.ENSP00000296026	CX3CL1	CXCL3	9606	0.795	0	0	0	0.05	0	0.5	0.603
9606.ENSP00000006053	9606.ENSP00000427279	CX3CL1	CXCL2	9606	0.798	0	0	0	0.067	0	0.5	0.603
9606.ENSP00000006053	9606.ENSP00000308815	CX3CL1	CCL19	9606	0.801	0	0	0	0.111	0	0.5	0.589
9606.ENSP00000006053	9606.ENSP00000296027	CX3CL1	CXCL5	9606	0.801	0	0	0	0	0	0.5	0.619
9606.ENSP00000006053	9606.ENSP00000398698	CX3CL1	TNF	9606	0.814	0	0	0	0.075	0.065	0	0.803
9606.ENSP00000006053	9606.ENSP00000412237	CX3CL1	IL10	9606	0.815	0	0	0	0.067	0	0	0.81
9606.ENSP00000006053	9606.ENSP00000369554	CX3CL1	IFNA2	9606	0.825	0	0	0	0	0	0	0.825
9606.ENSP00000006053	9606.ENSP00000263339	CX3CL1	IL1A	9606	0.829	0	0	0	0.042	0	0	0.829
9606.ENSP00000006053	9606.ENSP00000225831	CX3CL1	CCL2	9606	0.831	0	0	0	0.096	0	0	0.821
9606.ENSP00000006053	9606.ENSP00000350256	CX3CL1	CCR9	9606	0.832	0	0	0	0	0	0.65	0.541
9606.ENSP00000006053	9606.ENSP00000263341	CX3CL1	IL1B	9606	0.839	0	0	0	0.049	0	0	0.838
9606.ENSP00000006053	9606.ENSP00000306512	CX3CL1	CXCL8	9606	0.845	0	0	0	0.067	0	0.5	0.696
9606.ENSP00000006053	9606.ENSP00000326432	CX3CL1	CCR8	9606	0.846	0	0	0	0	0	0.65	0.578
9606.ENSP00000006053	9606.ENSP00000219244	CX3CL1	CCL17	9606	0.856	0	0	0	0.094	0	0	0.847
9606.ENSP00000006053	9606.ENSP00000306884	CX3CL1	CXCL11	9606	0.859	0	0	0	0.099	0	0.5	0.714
9606.ENSP00000006053	9606.ENSP00000286758	CX3CL1	CXCL13	9606	0.86	0	0	0	0.049	0	0.5	0.731
9606.ENSP00000006053	9606.ENSP00000225842	CX3CL1	CCL1	9606	0.866	0	0	0	0.042	0	0.5	0.743
9606.ENSP00000006053	9606.ENSP00000219235	CX3CL1	CCL22	9606	0.878	0	0	0	0.057	0	0	0.876
9606.ENSP00000006053	9606.ENSP00000343952	CX3CL1	CCR6	9606	0.885	0	0	0	0	0	0.65	0.686
9606.ENSP00000006053	9606.ENSP00000379140	CX3CL1	CXCL12	9606	0.893	0	0	0	0.068	0	0.5	0.789
9606.ENSP00000006053	9606.ENSP00000482259	CX3CL1	CCL4	9606	0.904	0	0	0	0.062	0	0.5	0.812
9606.ENSP00000006053	9606.ENSP00000296140	CX3CL1	CCR1	9606	0.905	0	0	0	0	0	0.65	0.739
9606.ENSP00000006053	9606.ENSP00000246657	CX3CL1	CCR7	9606	0.915	0	0	0	0.05	0	0.65	0.765
9606.ENSP00000006053	9606.ENSP00000319635	CX3CL1	CXCR2	9606	0.915	0	0	0	0	0	0.65	0.769
9606.ENSP00000006053	9606.ENSP00000351671	CX3CL1	CCL20	9606	0.92	0	0	0	0.06	0	0.5	0.844
9606.ENSP00000006053	9606.ENSP00000229135	CX3CL1	IFNG	9606	0.923	0	0	0	0.07	0	0	0.921
9606.ENSP00000006053	9606.ENSP00000354901	CX3CL1	CXCL9	9606	0.926	0	0	0	0.122	0	0.5	0.846
9606.ENSP00000006053	9606.ENSP00000441600	CX3CL1	CCR3	9606	0.93	0	0	0	0	0	0.65	0.81
9606.ENSP00000006053	9606.ENSP00000259607	CX3CL1	CCL21	9606	0.931	0	0	0	0.083	0	0.5	0.862
9606.ENSP00000006053	9606.ENSP00000379110	CX3CL1	CXCL1	9606	0.939	0	0	0	0.056	0	0.5	0.881
9606.ENSP00000006053	9606.ENSP00000395704	CX3CL1	CXCR6	9606	0.939	0	0	0	0	0	0.65	0.835
9606.ENSP00000006053	9606.ENSP00000225474	CX3CL1	CSF3	9606	0.942	0	0	0	0.049	0	0	0.942
9606.ENSP00000006053	9606.ENSP00000305651	CX3CL1	CXCL10	9606	0.948	0	0	0	0.145	0	0.5	0.89
9606.ENSP00000006053	9606.ENSP00000296871	CX3CL1	CSF2	9606	0.953	0	0	0	0.106	0	0	0.95
9606.ENSP00000006053	9606.ENSP00000265171	CX3CL1	EGF	9606	0.961	0	0	0	0	0	0	0.961
9606.ENSP00000006053	9606.ENSP00000396198	CX3CL1	FGF13	9606	0.968	0	0	0	0	0.045	0	0.968
9606.ENSP00000006053	9606.ENSP00000474412	CX3CL1	CCL5	9606	0.971	0	0	0	0.073	0	0.5	0.942
9606.ENSP00000006053	9606.ENSP00000264498	CX3CL1	FGF2	9606	0.971	0	0	0	0.074	0.045	0	0.97
9606.ENSP00000006053	9606.ENSP00000292303	CX3CL1	CCR5	9606	0.977	0	0	0	0	0	0.65	0.937
9606.ENSP00000006053	9606.ENSP00000362795	CX3CL1	CXCR3	9606	0.99	0	0	0	0.042	0	0.65	0.975
9606.ENSP00000006053	9606.ENSP00000302234	CX3CL1	CCL11	9606	0.992	0	0	0	0.055	0	0	0.992
9606.ENSP00000006053	9606.ENSP00000295683	CX3CL1	CXCR1	9606	0.994	0	0	0	0	0	0.65	0.985
9606.ENSP00000006053	9606.ENSP00000386884	CX3CL1	CXCR4	9606	0.995	0	0	0	0.042	0	0.65	0.988
9606.ENSP00000006053	9606.ENSP00000292301	CX3CL1	CCR2	9606	0.997	0	0	0	0	0	0.65	0.994
9606.ENSP00000006053	9606.ENSP00000351059	CX3CL1	CX3CR1	9606	0.999	0	0	0	0	0.728	0.9	0.999
9606.ENSP00000011653	9606.ENSP00000325120	CD4	PGR	9606	0.4	0	0	0	0	0.048	0	0.396
9606.ENSP00000011653	9606.ENSP00000254066	CD4	RARA	9606	0.4	0	0	0	0.067	0.048	0	0.379
9606.ENSP00000011653	9606.ENSP00000499459	CD4	IL19	9606	0.4	0	0	0	0	0	0	0.4
9606.ENSP00000011653	9606.ENSP00000303231	CD4	IL12A	9606	0.402	0	0	0.205	0	0	0	0.279
9606.ENSP00000011653	9606.ENSP00000226317	CD4	CXCL6	9606	0.406	0	0	0	0	0.134	0	0.342
9606.ENSP00000011653	9606.ENSP00000341551	CD4	SMAD4	9606	0.406	0	0	0	0	0	0	0.406
9606.ENSP00000011653	9606.ENSP00000302150	CD4	PRL	9606	0.411	0	0	0	0.059	0	0	0.4
9606.ENSP00000011653	9606.ENSP00000223095	CD4	SERPINE1	9606	0.415	0	0	0	0	0	0	0.415
9606.ENSP00000011653	9606.ENSP00000378974	CD4	MAPK8	9606	0.415	0	0	0	0	0.046	0	0.412
9606.ENSP00000011653	9606.ENSP00000444271	CD4	C1R	9606	0.418	0	0	0	0.071	0.113	0	0.35
9606.ENSP00000011653	9606.ENSP00000358525	CD4	NGF	9606	0.418	0	0	0	0	0	0	0.419
9606.ENSP00000011653	9606.ENSP00000321797	CD4	FGF8	9606	0.421	0	0	0	0	0	0	0.421
9606.ENSP00000011653	9606.ENSP00000311697	CD4	FGF5	9606	0.423	0	0	0	0	0	0	0.423
9606.ENSP00000011653	9606.ENSP00000371790	CD4	FGF9	9606	0.423	0	0	0	0	0	0	0.423
9606.ENSP00000011653	9606.ENSP00000215530	CD4	FGF22	9606	0.423	0	0	0	0	0	0	0.423
9606.ENSP00000011653	9606.ENSP00000274625	CD4	FGF18	9606	0.423	0	0	0	0	0	0	0.423
9606.ENSP00000011653	9606.ENSP00000180166	CD4	FGF20	9606	0.423	0	0	0	0	0	0	0.423
9606.ENSP00000011653	9606.ENSP00000399324	CD4	FGF16	9606	0.424	0	0	0	0	0	0	0.424
9606.ENSP00000011653	9606.ENSP00000168712	CD4	FGF4	9606	0.424	0	0	0	0	0	0	0.424
9606.ENSP00000011653	9606.ENSP00000261799	CD4	PDGFRB	9606	0.424	0	0	0	0.048	0.045	0	0.417
9606.ENSP00000011653	9606.ENSP00000228837	CD4	FGF6	9606	0.428	0	0	0	0.049	0	0	0.423
9606.ENSP00000011653	9606.ENSP00000334122	CD4	FGF3	9606	0.429	0	0	0	0.049	0	0	0.424
9606.ENSP00000011653	9606.ENSP00000257290	CD4	PDGFRA	9606	0.433	0	0	0	0.054	0.045	0	0.423
9606.ENSP00000011653	9606.ENSP00000427514	CD4	CEBPA	9606	0.434	0	0	0	0.096	0	0	0.399
9606.ENSP00000011653	9606.ENSP00000310244	CD4	RASGRP1	9606	0.435	0	0	0	0.088	0.045	0	0.403
9606.ENSP00000011653	9606.ENSP00000264664	CD4	FGF10	9606	0.435	0	0	0	0	0	0	0.435
9606.ENSP00000011653	9606.ENSP00000282397	CD4	FLT1	9606	0.436	0	0	0	0.042	0.045	0	0.433
9606.ENSP00000011653	9606.ENSP00000362649	CD4	HDAC1	9606	0.438	0	0	0	0	0	0	0.438
9606.ENSP00000011653	9606.ENSP00000322788	CD4	MMP1	9606	0.445	0	0	0	0	0.092	0	0.414
9606.ENSP00000011653	9606.ENSP00000414303	CD4	BDNF	9606	0.446	0	0	0	0	0	0	0.446
9606.ENSP00000011653	9606.ENSP00000212015	CD4	SIRT1	9606	0.448	0	0	0	0	0	0	0.448
9606.ENSP00000011653	9606.ENSP00000437256	CD4	DICER1	9606	0.45	0	0	0	0	0	0	0.45
9606.ENSP00000011653	9606.ENSP00000404131	CD4	TGFA	9606	0.45	0	0	0	0	0.134	0	0.391
9606.ENSP00000011653	9606.ENSP00000345206	CD4	RBPJ	9606	0.45	0	0	0	0.049	0	0	0.445
9606.ENSP00000011653	9606.ENSP00000263253	CD4	EP300	9606	0.457	0	0	0	0.048	0	0	0.453
9606.ENSP00000011653	9606.ENSP00000305422	CD4	CEBPB	9606	0.461	0	0	0	0.059	0	0	0.451
9606.ENSP00000011653	9606.ENSP00000387356	CD4	ACAN	9606	0.462	0	0	0	0.042	0.091	0	0.432
9606.ENSP00000011653	9606.ENSP00000218388	CD4	TIMP1	9606	0.463	0	0	0	0.064	0.045	0	0.447
9606.ENSP00000011653	9606.ENSP00000296029	CD4	PF4	9606	0.463	0	0	0	0.072	0	0	0.446
9606.ENSP00000011653	9606.ENSP00000225844	CD4	CCL13	9606	0.474	0	0	0	0.144	0.099	0	0.373
9606.ENSP00000011653	9606.ENSP00000384092	CD4	POMC	9606	0.479	0	0	0	0.062	0	0	0.467
9606.ENSP00000011653	9606.ENSP00000389814	CD4	ADIPOQ	9606	0.479	0	0	0	0.049	0	0	0.475
9606.ENSP00000011653	9606.ENSP00000264563	CD4	IL11	9606	0.48	0	0	0	0	0	0	0.48
9606.ENSP00000011653	9606.ENSP00000379097	CD4	AREG	9606	0.482	0	0	0	0	0	0	0.482
9606.ENSP00000011653	9606.ENSP00000267843	CD4	FGF7	9606	0.485	0	0	0	0.044	0	0	0.483
9606.ENSP00000011653	9606.ENSP00000225842	CD4	CCL1	9606	0.485	0	0	0	0	0	0	0.485
9606.ENSP00000011653	9606.ENSP00000284981	CD4	APP	9606	0.487	0	0	0	0	0.134	0	0.433
9606.ENSP00000011653	9606.ENSP00000452786	CD4	ITGB3	9606	0.489	0	0	0	0.069	0.071	0	0.456
9606.ENSP00000011653	9606.ENSP00000296026	CD4	CXCL3	9606	0.496	0	0	0	0	0.134	0	0.442
9606.ENSP00000011653	9606.ENSP00000302846	CD4	PTGER4	9606	0.498	0	0	0	0.085	0.091	0	0.445
9606.ENSP00000011653	9606.ENSP00000428056	CD4	PIK3R1	9606	0.499	0	0	0	0.042	0	0	0.499
9606.ENSP00000011653	9606.ENSP00000387699	CD4	CREB1	9606	0.505	0	0	0	0	0	0	0.505
9606.ENSP00000011653	9606.ENSP00000230990	CD4	HBEGF	9606	0.507	0	0	0	0.042	0	0	0.507
9606.ENSP00000011653	9606.ENSP00000262160	CD4	SMAD2	9606	0.507	0	0	0	0	0	0	0.507
9606.ENSP00000011653	9606.ENSP00000378517	CD4	SPP1	9606	0.507	0	0	0	0	0	0	0.507
9606.ENSP00000011653	9606.ENSP00000264498	CD4	FGF2	9606	0.51	0	0	0	0	0	0	0.51
9606.ENSP00000011653	9606.ENSP00000259206	CD4	IL1RN	9606	0.51	0	0	0	0.105	0	0	0.475
9606.ENSP00000011653	9606.ENSP00000440864	CD4	NR4A1	9606	0.51	0	0	0	0.042	0.045	0	0.508
9606.ENSP00000011653	9606.ENSP00000376637	CD4	IGF1	9606	0.513	0	0	0	0.054	0	0	0.507
9606.ENSP00000011653	9606.ENSP00000252723	CD4	EPO	9606	0.516	0	0	0	0.055	0.096	0	0.48
9606.ENSP00000011653	9606.ENSP00000219070	CD4	MMP2	9606	0.517	0	0	0	0.06	0.092	0	0.48
9606.ENSP00000011653	9606.ENSP00000400533	CD4	CCL24	9606	0.525	0	0	0	0.081	0.099	0	0.473
9606.ENSP00000011653	9606.ENSP00000355627	CD4	AGT	9606	0.528	0	0	0	0	0	0	0.528
9606.ENSP00000011653	9606.ENSP00000356030	CD4	CD55	9606	0.536	0	0	0	0	0.091	0	0.51
9606.ENSP00000011653	9606.ENSP00000335153	CD4	HSP90AA1	9606	0.54	0	0	0	0	0.131	0	0.492
9606.ENSP00000011653	9606.ENSP00000333277	CD4	H3C13	9606	0.54	0	0	0	0	0.069	0	0.527
9606.ENSP00000011653	9606.ENSP00000360609	CD4	HSP90AB1	9606	0.54	0	0	0	0	0.131	0	0.492
9606.ENSP00000011653	9606.ENSP00000368880	CD4	FOXO1	9606	0.544	0	0	0	0.058	0.067	0	0.523
9606.ENSP00000011653	9606.ENSP00000384273	CD4	RELA	9606	0.546	0	0	0	0.043	0.107	0	0.512
9606.ENSP00000011653	9606.ENSP00000405330	CD4	ESR1	9606	0.55	0	0	0	0.049	0.048	0	0.543
9606.ENSP00000011653	9606.ENSP00000222390	CD4	HGF	9606	0.565	0	0	0	0.086	0.113	0	0.506
9606.ENSP00000011653	9606.ENSP00000295683	CD4	CXCR1	9606	0.565	0	0	0	0.098	0.091	0	0.513
9606.ENSP00000011653	9606.ENSP00000332973	CD4	SMAD3	9606	0.568	0	0	0	0.042	0	0	0.567
9606.ENSP00000011653	9606.ENSP00000226218	CD4	VTN	9606	0.57	0	0	0	0.042	0.092	0	0.546
9606.ENSP00000011653	9606.ENSP00000375086	CD4	CCL25	9606	0.571	0	0	0	0	0	0	0.571
9606.ENSP00000011653	9606.ENSP00000261769	CD4	CDH1	9606	0.573	0	0	0	0	0.045	0	0.571
9606.ENSP00000011653	9606.ENSP00000312652	CD4	LEP	9606	0.575	0	0	0	0	0	0	0.575
9606.ENSP00000011653	9606.ENSP00000239223	CD4	DUSP1	9606	0.578	0	0	0	0.055	0	0	0.572
9606.ENSP00000011653	9606.ENSP00000265171	CD4	EGF	9606	0.583	0	0	0	0	0	0	0.583
9606.ENSP00000011653	9606.ENSP00000231509	CD4	NR3C1	9606	0.583	0	0	0	0	0.297	0	0.432
9606.ENSP00000011653	9606.ENSP00000287820	CD4	PPARG	9606	0.584	0	0	0	0	0.048	0	0.581
9606.ENSP00000011653	9606.ENSP00000256078	CD4	KRAS	9606	0.589	0	0	0	0	0.071	0	0.576
9606.ENSP00000011653	9606.ENSP00000461947	CD4	CD226	9606	0.61	0	0	0	0.062	0	0	0.601
9606.ENSP00000011653	9606.ENSP00000296027	CD4	CXCL5	9606	0.613	0	0	0	0	0.134	0	0.571
9606.ENSP00000011653	9606.ENSP00000365435	CD4	TNFRSF1B	9606	0.614	0	0	0	0.124	0	0	0.578
9606.ENSP00000011653	9606.ENSP00000356438	CD4	PTGS2	9606	0.615	0	0	0	0.061	0	0	0.607
9606.ENSP00000011653	9606.ENSP00000496577	CD4	SOCS1	9606	0.619	0	0	0	0.056	0.067	0	0.603
9606.ENSP00000011653	9606.ENSP00000437955	CD4	HIF1A	9606	0.622	0	0	0	0	0	0	0.622
9606.ENSP00000011653	9606.ENSP00000360266	CD4	JUN	9606	0.626	0	0	0	0.045	0	0	0.625
9606.ENSP00000011653	9606.ENSP00000379350	CD4	ITGB1	9606	0.631	0	0	0	0.109	0.071	0	0.59
9606.ENSP00000011653	9606.ENSP00000371067	CD4	JAK2	9606	0.635	0	0	0	0.059	0.081	0	0.612
9606.ENSP00000011653	9606.ENSP00000259631	CD4	CCL27	9606	0.636	0	0	0	0	0	0	0.636
9606.ENSP00000011653	9606.ENSP00000427279	CD4	CXCL2	9606	0.639	0	0	0	0.042	0.134	0	0.599
9606.ENSP00000011653	9606.ENSP00000275493	CD4	EGFR	9606	0.64	0	0	0	0	0.067	0	0.63
9606.ENSP00000011653	9606.ENSP00000231751	CD4	LTF	9606	0.64	0	0	0	0.083	0.127	0	0.586
9606.ENSP00000011653	9606.ENSP00000228534	CD4	IL23A	9606	0.642	0	0	0	0	0	0	0.642
9606.ENSP00000011653	9606.ENSP00000319635	CD4	CXCR2	9606	0.642	0	0	0	0.074	0.091	0	0.608
9606.ENSP00000011653	9606.ENSP00000299855	CD4	MMP3	9606	0.659	0	0	0	0	0.092	0	0.64
9606.ENSP00000011653	9606.ENSP00000306245	CD4	FOS	9606	0.663	0	0	0	0.044	0	0	0.662
9606.ENSP00000011653	9606.ENSP00000478887	CD4	MYC	9606	0.663	0	0	0	0.056	0	0	0.658
9606.ENSP00000011653	9606.ENSP00000327513	CD4	CSF1	9606	0.67	0	0	0	0.049	0	0	0.667
9606.ENSP00000011653	9606.ENSP00000296585	CD4	ITGA2	9606	0.67	0	0	0	0	0.067	0	0.66
9606.ENSP00000011653	9606.ENSP00000357470	CD4	IL6R	9606	0.67	0	0	0	0.147	0	0	0.629
9606.ENSP00000011653	9606.ENSP00000302234	CD4	CCL11	9606	0.674	0	0	0	0.058	0.099	0	0.647
9606.ENSP00000011653	9606.ENSP00000269571	CD4	ERBB2	9606	0.676	0	0	0	0.042	0.067	0	0.667
